-104.940,-48.070,182.077
-96.305,-52.789,174.079
-87.980,-54.289,162.850
-82.635,-51.441,154.372
-81.293,-49.226,140.835
-85.009,-44.201,132.206
-94.503,-36.110,131.050
-104.617,-33.097,131.710
-118.777,-39.117,130.609
-126.202,-46.800,133.320
-127.873,-49.780,145.265
-122.801,-52.023,158.431
-117.478,-53.333,165.636
-112.597,-52.150,175.598
